
105,105,7.0,-1.0,-1.0,-1.0,0,159.0,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,,105,RIGHT,,105,0.0
106,106,57.0,-1.0,-1.0,-1.0,0,152.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,,106,RIGHT,,106,0.0
107,107,-1.0,-1.0,-1.0,63.0,0,-1.0,-1.0,-1.0,149.0,-1.0,-1.0,-1.0,72.0,,107,RIGHT,,107,0.0
108,108,-1.0,-1.0,-1.0,89.0,0,-1.0,-1.0,-1.0,149.0,-1.0,-1.0,-1.0,100.0,,108,RIGHT,,108,0.0
109,109,-1.0,-1.0,-1.0,7.0,0,-1.0,-1.0,-1.0,147.0,-1.0,-1.0,-1.0,22.0,,109,UP,,109,0.0
110,110,-1.0,-1.0,-1.0,7.0,0,-1.0,-1.0,-1.0,140.0,-1.0,-1.0,-1.0,15.0,,110,UP,,110,0.0
111,111,60.0,60.0,-1.0,60.0,0,161.0,137.0,-1.0,137.0,69.0,69.0,-1.0,69.0,,111,RIGHT,,111,0.0
112,112,-1.0,65.0,-1.0,-1.0,0,-1.0,188.0,-1.0,-1.0,-1.0,78.0,-1.0,-1.0,,112,UP,,112,0.0
113,113,55.0,-1.0,-1.0,-1.0,0,164.0,-1.0,-1.0,-1.0,78.0,-1.0,-1.0,-1.0,,113,LEFT,,113,0.0
114,114,7.0,-1.0,-1.0,-1.0,0,159.0,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,,114,DOWN,,114,0.0
115,115,7.0,-1.0,-1.0,-1.0,0,152.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,,115,LEFT,,115,0.0
116,116,31.0,-1.0,-1.0,-1.0,0,152.0,-1.0,-1.0,-1.0,68.0,-1.0,-1.0,-1.0,,116,UP,,116,0.0
117,117,-1.0,-1.0,-1.0,25.0,0,-1.0,-1.0,-1.0,149.0,-1.0,-1.0,-1.0,72.0,,117,UP,,117,0.0
118,118,-1.0,-1.0,-1.0,31.0,0,-1.0,-1.0,-1.0,140.0,-1.0,-1.0,-1.0,15.0,,118,UP,,118,0.0
119,119,65.0,-1.0,-1.0,-1.0,0,171.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,-1.0,,119,LEFT,,119,0.0
120,120,49.0,-1.0,-1.0,-1.0,0,166.0,-1.0,-1.0,-1.0,46.0,-1.0,-1.0,-1.0,,120,DOWN,,120,0.0
121,121,50.0,-1.0,-1.0,-1.0,0,156.0,-1.0,-1.0,-1.0,72.0,-1.0,-1.0,-1.0,,121,LEFT,,121,0.9
122,122,50.0,-1.0,-1.0,-1.0,0,154.0,-1.0,-1.0,-1.0,46.0,-1.0,-1.0,-1.0,,122,LEFT,,122,0.9
123,123,-1.0,-1.0,-1.0,-1.0,0,-1.0,106.0,-1.0,-1.0,-1.0,83.0,-1.0,-1.0,,123,LEFT,,123,0.0
124,124,-1.0,-1.0,20.0,-1.0,0,-1.0,-1.0,150.0,-1.0,-1.0,-1.0,78.0,-1.0,,124,DOWN,,124,0.0
125,125,-1.0,-1.0,28.0,-1.0,0,-1.0,-1.0,146.0,-1.0,-1.0,-1.0,71.0,-1.0,,125,UP,,125,0.0
126,126,20.0,-1.0,-1.0,-1.0,0,138.0,-1.0,-1.0,-1.0,102.0,-1.0,-1.0,-1.0,,126,DOWN,,126,0.0
127,127,40.0,-1.0,-1.0,-1.0,0,134.0,-1.0,-1.0,-1.0,106.0,-1.0,-1.0,-1.0,,127,DOWN,,127,0.0
128,128,20.0,-1.0,-1.0,-1.0,0,130.0,-1.0,-1.0,-1.0,98.0,-1.0,-1.0,-1.0,,128,LEFT,,128,0.0
129,129,-1.0,-1.0,-1.0,40.0,0,-1.0,-1.0,-1.0,118.0,-1.0,-1.0,-1.0,75.0,,129,RIGHT,,129,0.0
130,130,-1.0,-1.0,-1.0,40.0,0,-1.0,-1.0,-1.0,114.0,-1.0,-1.0,-1.0,114.0,,130,LEFT,,130,0.0
131,131,-1.0,-1.0,-1.0,20.0,0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,-1.0,87.0,,131,RIGHT,,131,0.0
132,132,-1.0,40.0,-1.0,-1.0,0,-1.0,106.0,-1.0,-1.0,-1.0,59.0,-1.0,-1.0,,132,UP,,132,0.0
133,133,-1.0,56.0,-1.0,-1.0,0,-1.0,102.0,-1.0,-1.0,-1.0,114.0,-1.0,-1.0,,133,DOWN,,133,0.0
134,134,-1.0,20.0,-1.0,-1.0,0,-1.0,142.0,-1.0,-1.0,-1.0,47.0,-1.0,-1.0,,134,UP,,134,0.0
135,135,-1.0,-1.0,-1.0,84.0,0,-1.0,-1.0,-1.0,134.0,-1.0,-1.0,-1.0,98.0,,135,UP,,135,0.0
136,136,-1.0,-1.0,-1.0,93.0,0,-1.0,-1.0,-1.0,126.0,-1.0,-1.0,-1.0,90.0,,136,DOWN,,136,0.0
137,137,-1.0,-1.0,-1.0,20.0,0,-1.0,-1.0,-1.0,126.0,-1.0,-1.0,-1.0,79.0,,137,DOWN,,137,0.0
138,138,-1.0,-1.0,-1.0,84.0,0,-1.0,-1.0,-1.0,122.0,-1.0,-1.0,-1.0,67.0,,138,DOWN,,138,0.0
139,139,-1.0,0.0,-1.0,-1.0,0,-1.0,114.0,-1.0,-1.0,-1.0,94.0,-1.0,-1.0,,139,UP,,139,0.0
140,140,-1.0,117.0,-1.0,-1.0,0,-1.0,114.0,-1.0,-1.0,-1.0,90.0,-1.0,-1.0,,140,LEFT,,140,0.0
141,141,-1.0,0.0,-1.0,-1.0,0,-1.0,114.0,-1.0,-1.0,-1.0,94.0,-1.0,-1.0,,141,UP,,141,0.0
142,142,-1.0,44.0,-1.0,-1.0,0,-1.0,162.0,-1.0,-1.0,-1.0,91.0,-1.0,-1.0,,142,RIGHT,,142,0.0
143,143,-1.0,124.0,-1.0,-1.0,0,-1.0,158.0,-1.0,-1.0,-1.0,102.0,-1.0,-1.0,,143,UP,,143,0.0
144,144,-1.0,-1.0,113.0,-1.0,0,-1.0,-1.0,146.0,-1.0,-1.0,-1.0,102.0,-1.0,,144,LEFT,,144,0.9
145,145,-1.0,-1.0,56.0,-1.0,0,-1.0,-1.0,142.0,-1.0,-1.0,-1.0,46.0,-1.0,,145,LEFT,,145,0.9
146,146,-1.0,-1.0,-1.0,-1.0,0,-1.0,136.0,112.0,112.0,-1.0,76.0,76.0,76.0,,146,UP,,146,0.0
147,147,40.0,-1.0,-1.0,-1.0,0,124.0,-1.0,-1.0,-1.0,76.0,-1.0,-1.0,-1.0,,147,UP,,147,0.0
148,148,72.0,-1.0,-1.0,-1.0,0,132.0,-1.0,-1.0,-1.0,60.0,-1.0,-1.0,-1.0,,148,UP,,148,0.0
149,149,-1.0,-1.0,-1.0,20.0,0,-1.0,-1.0,-1.0,120.0,-1.0,-1.0,-1.0,60.0,,149,DOWN,,149,0.0
